csvbase_row_id,Datum,Förmiddag / Eftermiddag,Skola / Grupp,Klass,Art,Element,Del,Sida,Region,Antal fragment,Vikt (g),Mĺtt (mm),Fusionering,Tandslitage ,Ĺlder,Kön,Weathering,Trampling,Gnag,Eldpĺverkan,Slaktspĺr,Bearbetning,Patologi,Kommentar,Övrigt,col26
2539,2024-09-17,EM,Fäladsskolan,13B+D,Fĺr/get (Ovis/capra),Dens,Incisive,,Tänder,1,"0,3",,,,,,,,,,,,,Framtand frĺn fĺr/get,,2539
2540,2024-09-17,EM,Fäladsskolan,13B+D,Svin (Sus sp.),Dens,M,,Tänder,2,"0,2",,,,,,,,,,,,,"Svinmolarfragment, okänd art",,2540
2541,2024-09-17,EM,Fäladsskolan,13B+D,Däggdjur (Mammalia),Dentes,,,Tänder,3,"0,6",,,,,,,,,,,,,Obestämbara tandfragment,,2541
2542,2024-09-18,FM,Prästavĺngsskolan,5B,Däggdjur (Mammalia),Obestämd,,,Okänd,2,"0,7",,,,,,,,,B,,,,"Svartblĺbrända fragment, okänd art",,2542
2543,2024-09-18,FM,Prästavĺngsskolan,5B,Däggdjur (Mammalia),Obestämd,,,Okänd,8,"0,9",,,,,,,,,W,,,,"Vitbrända fragment, okänd art",,2543
2544,2024-09-18,FM,Prästavĺngsskolan,5B,Däggdjur (Mammalia),Dens,,,Tänder,1,"0,1",,,,,,,,,,,,,Obestämbart tandfragment,,2544
2545,2024-09-18,FM,Prästavĺngsskolan,5B,Nötkreatur (Bos taurus),Dens,PM,,Tänder,1,"0,9",,,,,,,,,,,,,Premolarfragment frĺn nötkreatur,,2545
2546,2024-09-18,FM,Prästavĺngsskolan,5B,Svin (Sus sp.),Dens,Incisive+,,Tänder,1,"0,3",,,,,,,,,,,,,Framtandsfragment frĺn svins överkäke,,2546
2547,2024-09-28,FM,Ark.utg.familj,,Däggdjur (Mammalia),Dentes,,,Tänder,2,"0,5",,,,,,,,,,,,,Obestämbara tandfragment,,2547
2548,2024-09-24,FM,Västra skolan,5A+B,Däggdjur (Mammalia),Dentes,,,Tänder,5,"1,1",,,,,,,,,,,,,Obestämbara tandfragment,,2548
2549,2024-09-24,FM,Västra skolan,5A+B,Idisslare (Ruminantia),Dentes,,,Tänder,2,"0,3",,,,,,,,,,,,,Tandfragment frĺn idisslare,,2549
2550,2024-09-24,FM,Västra skolan,5A+B,Däggdjur (Mammalia),Obestämd,,,Okänd,1,"1,4",,,,,,,,,Y,,,,"Gulbränt fragment, okänd art",,2550
2551,2024-09-24,FM,Västra skolan,5A+B,Däggdjur (Mammalia),Obestämd,,,Okänd,2,"1,5",,,,,,,,,B,,,,"Svartbrända fragment, okänd art",,2551
2552,2024-09-24,FM,Västra skolan,5A+B,Däggdjur (Mammalia),Obestämd,,,Okänd,6,"2,4",,,,,,,,,G,,,,"Grĺvitbrända fragment, okänd art",,2552
2553,2024-09-24,FM,Västra skolan,5A+B,Däggdjur (Mammalia),Obestämd,,,Okänd,7,"1,3",,,,,,,,,W,,,,"Vitbrända fragment, okänd art",,2553
2554,2024-09-24,EM,Gunnesboskolan,13A+B,Däggdjur (Mammalia),Obestämd,,,Okänd,2,"0,7",,,,,,,,,R,,,,"Rödbrunbrända fragment, okänd art",,2554
2555,2024-09-24,EM,Gunnesboskolan,13A+B,Däggdjur (Mammalia),Obestämd,,,Okänd,2,"0,4",,,,,,,,,B,,,,"Svartbrända fragment, okänd art",,2555
2556,2024-09-24,EM,Gunnesboskolan,13A+B,Däggdjur (Mammalia),Obestämd,,,Okänd,2,"0,5",,,,,,,,,G,,,,"Grĺvitbrända fragment, okänd art",,2556
2557,2024-09-24,EM,Gunnesboskolan,13A+B,Däggdjur (Mammalia),Obestämd,,,Okänd,9,"1,7",,,,,,,,,W,,,,"Vitbrända fragment, okänd art",,2557
2558,2024-09-24,EM,Gunnesboskolan,13A+B,Svin (Sus sp.),Dens,M,,Tänder,1,"0,3",,,,,,,,,,,,,Svinmolarfragment,,2558
2559,2024-09-24,EM,Gunnesboskolan,13A+B,Idisslare (Ruminantia),Dens,,,Tänder,1,"0,4",,,,,,,,,,,,,Tandfragment frĺn idisslare,,2559
2560,2024-09-24,EM,Gunnesboskolan,13A+B,Däggdjur (Mammalia),Dentes,,,Tänder,2,"0,4",,,,,,,,,,,,,Obestämbara tandfragment,,2560
2561,2024-09-25,FM,Vollsjöskola,5A+B,Däggdjur (Mammalia),Obestämd,,,Okänd,2,"0,5",,,,,,,,,B,,,,"Svartbrända fragment, okänd art",,2561
2562,2024-09-25,FM,Vollsjöskola,5A+B,Däggdjur (Mammalia),Obestämd,,,Okänd,1,"0,2",,,,,,,,,G,,,,"Grĺvitbränt fragment, okänd art",,2562
2563,2024-09-25,FM,Vollsjöskola,5A+B,Däggdjur (Mammalia),Obestämd,,,Okänd,2,"0,3",,,,,,,,,W,,,,"Vitbrända fragment, okänd art",,2563
2564,2024-09-26,FM,Backaskolan,Röd+Vit,Däggdjur (Mammalia),Obestämd,,,Okänd,1,"0,1",,,,,,,,,R,,,,"Rödbrunbränt fragment, okänd art",,2564
2565,2024-09-26,FM,Backaskolan,Röd+Vit,Däggdjur (Mammalia),Obestämd,,,Okänd,4,"1,3",,,,,,,,,B,,,,"Svartbrända fragment, okänd art",,2565
2566,2024-09-26,FM,Backaskolan,Röd+Vit,Däggdjur (Mammalia),Obestämd,,,Okänd,3,"1,1",,,,,,,,,G,,,,"Grĺvitbrända fragment, okänd art",,2566
2567,2024-09-26,FM,Backaskolan,Röd+Vit,Däggdjur (Mammalia),Obestämd,,,Okänd,2,"0,3",,,,,,,,,W,,,,"Vitbrända fragment, okänd art",,2567
2568,2024-09-26,FM,Backaskolan,Röd+Vit,Däggdjur (Mammalia),Dens,,,Tänder,1,"<0,1",,,,,,,,,,,,,Obestämbart tandfragment,,2568
2569,2024-09-26,FM,Backaskolan,Röd+Vit,Fĺr/get (Ovis/capra),Dens,Incisive,,Tänder,1,"0,1",,,,,,,,,,,,,Framtandsfragment frĺn fĺr/get,,2569
2570,2024-09-30,FM,Furutorpskolan,5B+C,Däggdjur (Mammalia),Dentes,,,Tänder,3,"0,7",,,,,,,,,,,,,Obestämbara tandfragment,,2570
2571,2024-09-30,FM,Furutorpskolan,5B+C,Svin (Sus sp.),Dens,PM,,Tänder,1,"0,4",,,,,,,,,,,,,Svinpremolarfragment,,2571
2572,2024-09-30,FM,Furutorpskolan,5B+C,Fĺr/get (Ovis/capra),Dens,Incisive,,Tänder,1,"0,2",,,,,,,,,,,,,Framtandsfragment frĺn fĺr/get,,2572
2573,2024-09-30,FM,Furutorpskolan,5B+C,Däggdjur (Mammalia),Obestämd,,,Okänd,1,"0,2",,,,,,,,,B,,,,"Svartbränt fragment, okänd art",,2573
2574,2024-09-30,FM,Furutorpskolan,5B+C,Däggdjur (Mammalia),Obestämd,,,Okänd,2,"0,7",,,,,,,,,G,,,,"Grĺbrända fragment, okänd art",,2574
2575,2024-09-30,FM,Furutorpskolan,5B+C,Däggdjur (Mammalia),Obestämd,,,Okänd,5,"0,8",,,,,,,,,W,,,,"Vitbrända fragment, okänd art",,2575
2576,2024-09-30,EM,Lerbäckskolan,13C,Däggdjur (Mammalia),Obestämd,,,Okänd,1,"0,8",,,,,,,,,Y,,,,"Gulbränt fragment, okänd art",,2576
2577,2024-09-30,EM,Lerbäckskolan,13C,Däggdjur (Mammalia),Obestämd,,,Okänd,1,"0,1",,,,,,,,,G,,,,"Grĺbränt fragment, okänd art",,2577
2578,2024-09-30,EM,Lerbäckskolan,13C,Däggdjur (Mammalia),Obestämd,,,Okänd,4,"0,7",,,,,,,,,W,,,,"Vitbrända fragment, okänd art",,2578
2579,2024-09-30,EM,Lerbäckskolan,13C,Däggdjur (Mammalia),Dentes,,,Tänder,3,"0,8",,,,,,,,,,,,,Obestämbara tandfragment,,2579
2580,2024-09-30,EM,Klostergĺrdsskolan,5,Däggdjur (Mammalia),Dens,,,Tänder,1,"0,1",,,,,,,,,,,,,Obestämbart tandfragment,,2580
2581,2024-09-30,EM,Klostergĺrdsskolan,5,Däggdjur (Mammalia),Obestämd,,,Okänd,2,"0,3",,,,,,,,,B,,,,"Svartbrända fragment, okänd art",,2581
2582,2024-09-30,EM,Klostergĺrdsskolan,5,Däggdjur (Mammalia),Obestämd,,,Okänd,1,6,,,,,,,,,W,,,,"Vitbrända fragment, okänd art",,2582
2583,2024-10-01,FM,Enebackeskolan,5A+B,Däggdjur (Mammalia),Obestämd,,,Okänd,2,"1,1",,,,,,,,,B,,,,"Svartbrända fragment, okänd art",,2583
2584,2024-10-01,FM,Enebackeskolan,5A+B,Däggdjur (Mammalia),Obestämd,,,Okänd,3,"1,3",,,,,,,,,G,,,,"Grĺvitbrända fragment, okänd art",,2584
2585,2024-10-01,FM,Enebackeskolan,5A+B,Däggdjur (Mammalia),Obestämd,,,Okänd,2,"0,3",,,,,,,,,W,,,,"Vitbrända fragment, okänd art",,2585
2586,2024-10-01,FM,Enebackeskolan,5A+B,Däggdjur (Mammalia),Dentes,,,Tänder,2,"0,1",,,,,,,,,,,,,Obestämbara tandfragment,,2586
2587,2024-10-01,FM,Enebackeskolan,5A+B,Svin (Sus sp.),Dens,Canine,,Tänder,1,"0,3",,,,,,,,,,,,,Svinbetesfragment,,2587
2588,2024-10-01,EM,Gullĺkraskolan,5C,Svin (Sus sp.),Dens,M,,Tänder,1,"0,6",,,Inget slitage,Ej frambrutit,,,,,B,,,,"Svartbränt svinmolarfragment. Inget slitage, ej frambrutit",,2588
2589,2024-10-01,EM,Gullĺkraskolan,5C,Däggdjur (Mammalia),Dens,,,Tänder,1,"0,3",,,,,,,,,,,,,Obestämbart tandfragment,,2589
2590,2024-10-01,EM,Gullĺkraskolan,5C,Däggdjur (Mammalia),Obestämd,,,Okänd,1,"0,6",,,,,,,,,Y,,,,"Gulbränt fragment, okänd art",,2590
2591,2024-10-01,EM,Gullĺkraskolan,5C,Däggdjur (Mammalia),Obestämd,,,Okänd,1,"0,5",,,,,,,,,B,,,,"Svartbränt fragment, okänd art",,2591
2592,2024-10-01,EM,Gullĺkraskolan,5C,Däggdjur (Mammalia),Obestämd,,,Okänd,2,"0,6",,,,,,,,,W,,,,"Vitbrända fragment, okänd art",,2592
2593,2024-10-01,EM,Tottarps skola,5T,Svin (Sus sp.),Dens,M,,Tänder,1,"0,2",,,,,,,,,,,,,Svinmolarfragment,,2593
2594,2024-10-01,EM,Tottarps skola,5T,Däggdjur (Mammalia),Obestämd,,,Okänd,2,"0,2",,,,,,,,,G,,,,"Grĺvitbrända fragment, okänd art",,2594
2595,2024-10-01,EM,Tottarps skola,5T,Däggdjur (Mammalia),Obestämd,,,Okänd,1,"0,7",,,,,,,,,B,,,,"Svartbrända fragment, okänd art",,2595
2596,2024-09-17,FM,Helgedalskolan,5A+B,Däggdjur (Mammalia),Cranium,,,Huvud,1,13,,,,,,,,,,,,,Kraniefragment frĺn större däggdjur. Troligen nötkreatur,,2596
2597,2024-09-17,FM,Helgedalskolan,5A+B,Fĺr/get (Ovis/capra),Phalange intermedia,Komplett,,Nedre extremitet,1,"1,3",,Proximal: F; Distal: F,,> 13-16 mĺ,,,,,,,,,Andra falangen frĺn fĺr/get,,2597
2598,2024-09-17,FM,Helgedalskolan,5A+B,Däggdjur (Mammalia),Obestämd,,,Okänd,1,"4,1",,,,,,,,,,,,,Obestämbart fragment frĺn däggdjur. Möjligen carpalia/tarsalia,,2598
2599,2024-09-17,FM,Helgedalskolan,5A+B,Svin (Sus sp.),Dens,M,,Tänder,1,2,,,,,,,,,,,,,Svinmolarfragment,,2599
2600,2024-09-17,FM,Helgedalskolan,5A+B,Fĺr/get (Ovis/capra),Dens,M1-,Dexter,Tänder,1,"1,8",,,,,,,,,,,,,Fragment av första molar frĺn fĺr/gets högra underkäke,,2600
2601,2024-09-17,FM,Helgedalskolan,5A+B,Fĺr/get (Ovis/capra),Dens,PM2-,Dexter,Tänder,1,"0,2",,,,,,,,,,,,,Andra premolar frĺn fĺr/gets höger underkäke,,2601
2602,2024-09-23,FM,Linnéskolan,5A+B,Fĺr/get (Ovis/capra),Dens,M1+,Sinister,Tänder,1,2,,,,,,,,,,,,,Första molar frĺn fĺr/gets vänstra överkäke,,2602
2603,2024-09-26,FM,Backaskolan,Röd+Vit,Nötkreatur (Bos taurus),Os sesamoideum,Komplett,,Nedre extremitet,1,"1,6",,,,,,,,,,,,,Sesamben frĺn nötkreatur,,2603
2604,2024-09-26,FM,Backaskolan,Röd+Vit,Svin (Sus sp.),Phalange proximale,"Diafys, distal epifys",,Nedre extremitet,1,"1,5",,Distal: F,,,,,,,W,,,,Vitbränt fragment av första falang frĺn svin,,2604
2605,2024-10-01,FM,Enebackeskolan,5A+B,Svin (Sus sp.),Dens,dPM4-,Dexter,Tänder,1,"0,9",,,,,,,,,,,,,Fjärde mjölkpremolar frĺn svins högra underkäke,,2605
2606,2024-10-02,FM,Nils Mĺnsson Friskola,,Däggdjur (Mammalia),Obestämd,,,Okänd,1,"<0,1",,,,,,,,,Y,,,,"Gulbränt fragment, okänd art",,2606
2607,2024-10-02,FM,Nils Mĺnsson Friskola,,Däggdjur (Mammalia),Obestämd,,,Okänd,1,"0,2",,,,,,,,,B,,,,"Svartbränt fragment, okänd art",,2607
2608,2024-10-02,FM,Nils Mĺnsson Friskola,,Däggdjur (Mammalia),Obestämd,,,Okänd,2,"1,1",,,,,,,,,G,,,,"Grĺvitbrända fragment, okänd art",,2608
2609,2024-10-02,FM,Nils Mĺnsson Friskola,,Däggdjur (Mammalia),Obestämd,,,Okänd,7,"1,2",,,,,,,,,W,,,,"Vitbrända fragment, okänd art",,2609
2610,2024-10-02,FM,Lövestad skola,,Däggdjur (Mammalia),Dens,,,Tänder,1,"<0,1",,,,,,,,,,,,,Obestämbart tandfragment,,2610
2611,2024-10-02,FM,Lövestad skola,,Däggdjur (Mammalia),Obestämd,,,Okänd,1,"0,3",,,,,,,,,R,,,,"Rödbrunbränt fragment, okänd art",,2611
2612,2024-10-02,FM,Lövestad skola,,Däggdjur (Mammalia),Obestämd,,,Okänd,1,"0,3",,,,,,,,,B,,,,"Svartbränt fragment, okänd art",,2612
2613,2024-10-02,FM,Lövestad skola,,Däggdjur (Mammalia),Obestämd,,,Okänd,4,"0,4",,,,,,,,,W,,,,"Vitbrända fragment, okänd art",,2613
2614,2024-10-03,FM,Sallerupsskolan,5A+B,Däggdjur (Mammalia),Obestämd,,,Okänd,2,"0,4",,,,,,,,,Y,,,,"Gulbrända fragment, okänd art",,2614
2615,2024-10-03,FM,Sallerupsskolan,5A+B,Däggdjur (Mammalia),Obestämd,,,Okänd,3,"0,8",,,,,,,,,B,,,,"Svartbrända fragment, okänd art",,2615
2616,2024-10-03,FM,Sallerupsskolan,5A+B,Däggdjur (Mammalia),Obestämd,,,Okänd,1,"0,3",,,,,,,,,G,,,,"Grĺvitbränt fragment, okänd art",,2616
2617,2024-10-03,FM,Sallerupsskolan,5A+B,Däggdjur (Mammalia),Obestämd,,,Okänd,8,"1,3",,,,,,,,,W,,,,"Vitbrända fragment, okänd art",,2617
2618,2024-10-03,FM,Sallerupsskolan,5A+B,Däggdjur (Mammalia),Dentes,,,Tänder,5,"0,9",,,,,,,,,,,,,Obestämbara tandfragment,,2618
2619,2024-10-03,FM,Sallerupsskolan,5A+B,Fĺr/get (Ovis/capra),Dens,PM,,Tänder,1,"0,2",,,,,,,,,,,,,Premolarfragment frĺn fĺr/get,,2619
2620,2024-10-05,FM,Ark.utg.familj,,Svin (Sus sp.),Dens,Incisive+,,Tänder,1,"0,3",,,,,,,,,,,,,Framtandsfragment frĺn svin,,2620
2621,2024-10-05,FM,Ark.utg.familj,,Idisslare (Ruminantia),Dentes,,,Tänder,2,"0,3",,,,,,,,,,,,,Tandfragment frĺn idisslare,,2621
2622,2024-10-05,FM,Ark.utg.familj,,Däggdjur (Mammalia),Obestämd,,,Okänd,3,"0,7",,,,,,,,,B,,,,"Svartbrända fragment, okänd art",,2622
2623,2024-10-05,FM,Ark.utg.familj,,Däggdjur (Mammalia),Obestämd,,,Okänd,2,"2,3",,,,,,,,,G,,,,"Grĺvitbrända fragment, okänd art",,2623
2624,2024-10-05,FM,Ark.utg.familj,,Däggdjur (Mammalia),Obestämd,,,Okänd,7,"1,1",,,,,,,,,W,,,,"Vitbrända fragment, okänd art",,2624
2625,2024-10-07,EM,Mellanvĺngsskolan,5A+B,Däggdjur (Mammalia),Dentes,,,Tänder,3,"0,2",,,,,,,,,,,,,Obestämbara tandfragment,,2625
2626,2024-10-07,EM,Mellanvĺngsskolan,5A+B,Idisslare (Ruminantia),Dens,,,Tänder,1,"0,3",,,,,,,,,,,,,Tandfragment frĺn idisslare,,2626
2627,2024-10-07,EM,Mellanvĺngsskolan,5A+B,Däggdjur (Mammalia),Obestämd,,,Okänd,3,1,,,,,,,,,B,,,,"Svartbrända fragment, okänd art",,2627
2628,2024-10-07,EM,Mellanvĺngsskolan,5A+B,Däggdjur (Mammalia),Obestämd,,,Okänd,9,"1,3",,,,,,,,,W,,,,"Vitbrända fragment, okänd art",,2628
2629,2024-10-07,FM,Norrevĺngskolan,5A+B,Däggdjur (Mammalia),Dentes,,,Tänder,2,"0,3",,,,,,,,,,,,,Obestämbara tandfragment,,2629
2630,2024-10-07,FM,Norrevĺngskolan,5A+B,Idisslare (Ruminantia),Dentes,,,Tänder,2,"0,5",,,,,,,,,,,,,Tandfragment frĺn idisslare,,2630
2631,2024-10-07,FM,Norrevĺngskolan,5A+B,Däggdjur (Mammalia),Costa,Corpus,,Bĺl,1,"0,6",,,,,,,,,B,,,,"Svartbränt revbensfragment, okänd art. Sannolikt fĺr/get baserat pĺ storlek",,2631
2632,2024-10-07,FM,Norrevĺngskolan,5A+B,Däggdjur (Mammalia),Vertebrae,Epifys,,Bĺl,1,"0,5",,U,,,,,,,,,,,"Ledytefragment frĺn ung individs ryggkota, okänd art",,2632
2633,2024-10-07,FM,Norrevĺngskolan,5A+B,Däggdjur (Mammalia),Obestämd,,,Okänd,2,"0,3",,,,,,,,,W,,,,"Vitbrända fragment, okänd art",,2633
2634,2024-10-07,FM,Norrevĺngskolan,5A+B,Fĺgel (Aves),Trachael ring,,,Bĺl,1,"<0,1",,,,,,,,,,,,,Strupring (syrinx; röstorgan) frĺn fĺgel,,2634
2635,2024-10-08,FM,Sätoftaskolan,5A+B,Idisslare (Ruminantia),Dens,,,Tänder,1,"0,2",,,,,,,,,,,,,Tandfragment frĺn idisslare,,2635
2636,2024-10-08,FM,Sätoftaskolan,5A+B,Däggdjur (Mammalia),Obestämd,,,Okänd,1,"0,1",,,,,,,,,Y,,,,"Gulbränt fragment, okänd art",,2636
2637,2024-10-08,FM,Sätoftaskolan,5A+B,Däggdjur (Mammalia),Obestämd,,,Okänd,1,"0,5",,,,,,,,,R,,,,"Rödbrunbränt fragment, okänd art",,2637
2638,2024-10-08,FM,Sätoftaskolan,5A+B,Däggdjur (Mammalia),Obestämd,,,Okänd,6,6,,,,,,,,,B,,,,"Svartbrända fragment, okänd art",,2638
2639,2024-10-08,FM,Sätoftaskolan,5A+B,Däggdjur (Mammalia),Obestämd,,,Okänd,1,"0,3",,,,,,,,,G,,,,"Grĺvitbränt fragment, okänd art",,2639
2640,2024-10-08,FM,Sätoftaskolan,5A+B,Däggdjur (Mammalia),Obestämd,,,Okänd,3,"0,3",,,,,,,,,W,,,,"Vitbrända fragment, okänd art",,2640
2641,2024-10-08,EM,Mĺrtenskolan,13M,Däggdjur (Mammalia),Dentes,,,Tänder,3,"0,6",,,,,,,,,,,,,Obestämbara tandfragment,,2641
2642,2024-10-08,EM,Mĺrtenskolan,13M,Däggdjur (Mammalia),Obestämd,,,Okänd,1,"1,4",,,,,,,,,R,,,,"Rödbrunbränt fragment, okänd art",,2642
2643,2024-10-08,EM,Mĺrtenskolan,13M,Däggdjur (Mammalia),Obestämd,,,Okänd,1,"0,6",,,,,,,,,B,,,,"Svartbränt fragment, okänd art",,2643
2644,2024-10-08,EM,Mĺrtenskolan,13M,Däggdjur (Mammalia),Obestämd,,,Okänd,2,"0,2",,,,,,,,,G,,,,"Grĺvitbrända fragment, okänd art",,2644
2645,2024-10-08,EM,Mĺrtenskolan,13M,Däggdjur (Mammalia),Obestämd,,,Okänd,2,"0,9",,,,,,,,,W,,,,"Vitbrända fragment, okänd art",,2645
2646,2024-10-08,EM,Hubertusgĺrden,,Svin (Sus sp.),Dens,M,,Tänder,1,"1,2",,,,,,,,,,,,,Svinmolarfragment,,2646
2647,2024-10-08,EM,Hubertusgĺrden,,Däggdjur (Mammalia),Obestämd,,,Okänd,2,"0,2",,,,,,,,,W,,,,"Vitbrända fragment, okänd art",,2647
2648,2024-10-08,EM,Hubertusgĺrden,,Däggdjur (Mammalia),Dentes,,,Tänder,2,"0,2",,,,,,,,,,,,,Obestämbara tandfragment,,2648
2649,2024-10-08,EM,Hubertusgĺrden,,Idisslare (Ruminantia),Dens,,,Tänder,1,"0,1",,,,,,,,,,,,,Tandfragment frĺn idisslare,,2649
2650,2024-10-08,EM,Hubertusgĺrden,,Svin (Sus sp.),Phalange intermedia,Komplett,,Nedre extremitet,1,"0,3",,Proximal: F; Distal: F,,> 1 ĺr,,,,,W,,,,"Andra falangen frĺn svin. Vitbränd. Liten phalang men fusionerad, sannolikt frĺn nĺgon av de yttre fingrarna",,2650
2651,2024-09-11,EM,Sparbanken Skĺne,,Fĺr/get (Ovis/capra),Dens,M3-,Dexter,Tänder,1,"6,5",,,Inget slitage,Ej frambrutit,,,,,,,,,"Tredje molar frĺn fĺr/gets högra underkäke, ej frambrutit",,2651
2652,2024-09-16,EM,Fäladsskolan,13A+C,Nötkreatur (Bos taurus),Os sesamoideum,Komplett,,Nedre extremitet,1,"3,5",,,,,,,,,,,,,Sesamben frĺn nötkreatur,,2652
2653,2024-09-16,EM,Fäladsskolan,13A+C,Svin (Sus sp.),Dens,dPM3-,Dexter,Tänder,1,"0,5",,,,,,,,,,,,,Tredje mjölkpremolar frĺn svins höger underkäke,,2653
2654,2024-09-16,EM,Fäladsskolan,13A+C,Fĺr/get (Ovis/capra),Mandibula,Processus coronoideus,Dexter,Huvud,1,"1,3",,,,,,,,,,,,,"Del av bakre underkäke frĺn fĺr/get, höger sida",,2654
2655,2024-09-16,EM,Fäladsskolan,13A+C,Däggdjur (Mammalia),Obestämd,,,Okänd,1,"6,5",,,,,,,,,R,,,,"Rödbrunbränt fragment, okänd art",,2655
2656,2024-09-16,EM,Fäladsskolan,13A+C,Nötkreatur (Bos taurus),Dens,M1+,Sinister,Tänder,1,"4,7",,,,,,,,,,,,,Första molar frĺn nötkreaturs vänster överkäke,,2656
2657,2024-09-10,FM,Degebergaskolan,5A+B,Däggdjur (Mammalia),Obestämd,,,Okänd,1,"2,1",,,,,,,,,,,,,Obestämbart fragment,,2657
2658,2024-09-10,FM,Degebergaskolan,5A+B,Däggdjur (Mammalia),Obestämd,,,Okänd,1,5,,U,,,,,,,,H,,,"Obestämbart fragment, kapad. Misstänker proximal diafys av tibia men passar inte in med referenssamlingen",Möjligt bestämbar,2658
2659,2024-10-09,FM,Sĺnnarpskolan,5B,Idisslare (Ruminantia),Dens,,,Tänder,1,"0,9",,,,,,,,,,,,,Tandfragment frĺn idisslare,,2659
2660,2024-10-09,FM,Sĺnnarpskolan,5B,Däggdjur (Mammalia),Obestämd,,,Okänd,1,"0,3",,,,,,,,,B,,,,"Svartbränt fragment, okänd art",,2660
2661,2024-10-09,FM,Sĺnnarpskolan,5B,Däggdjur (Mammalia),Obestämd,,,Okänd,1,"0,4",,,,,,,,,G,,,,"Grĺvitbränt fragment, okänd art",,2661
2662,2024-10-09,FM,Sĺnnarpskolan,5B,Däggdjur (Mammalia),Obestämd,,,Okänd,3,"0,7",,,,,,,,,W,,,,"Vitbrända fragment, okänd art",,2662
2663,2024-10-09,FM,Köpinge skola,5,Däggdjur (Mammalia),Dentes,,,Tänder,2,"0,1",,,,,,,,,,,,,Obestämbara tandfragment,,2663
2664,2024-10-09,FM,Köpinge skola,5,Fĺr/get (Ovis/capra),Dens,PM,,Tänder,1,"0,2",,,,,,,,,,,,,Premolarfragment frĺn fĺr/get,,2664
2665,2024-10-09,FM,Köpinge skola,5,Däggdjur (Mammalia),Obestämd,,,Okänd,1,"0,3",,,,,,,,,R,,,,"Rödbrunbrända fragment, okänd art",,2665
2666,2024-10-09,FM,Köpinge skola,5,Däggdjur (Mammalia),Obestämd,,,Okänd,3,1,,,,,,,,,G,,,,"Grĺvitbrända fragment, okänd art",,2666
2667,2024-10-09,FM,Köpinge skola,5,Däggdjur (Mammalia),Obestämd,,,Okänd,5,"1,2",,,,,,,,,W,,,,"Vitbrända fragment, okänd art",,2667
2668,2024-10-10,FM,Sankt Olof skolan,,Däggdjur (Mammalia),Obestämd,,,Okänd,3,"0,5",,,,,,,,,B,,,,"Svartbrända fragment, okänd art",,2668
2669,2024-10-10,FM,Sankt Olof skolan,,Däggdjur (Mammalia),Obestämd,,,Okänd,3,"0,6",,,,,,,,,W,,,,"Vitbrända fragment, okänd art",,2669
2670,2024-10-10,FM,Sophiaskolan,,Däggdjur (Mammalia),Dentes,,,Tänder,2,"0,1",,,,,,,,,,,,,Obestämbara tandfragment,,2670
2671,2024-10-10,FM,Sophiaskolan,,Däggdjur (Mammalia),Obestämd,,,Okänd,2,"0,3",,,,,,,,,Y,,,,"Gulbrända fragment, okänd art",,2671
2672,2024-10-10,FM,Sophiaskolan,,Däggdjur (Mammalia),Obestämd,,,Okänd,2,"0,2",,,,,,,,,B,,,,"Svartbrända fragment, okänd art",,2672
2673,2024-10-10,FM,Sophiaskolan,,Däggdjur (Mammalia),Obestämd,,,Okänd,3,"0,3",,,,,,,,,G,,,,"Grĺvitbrända fragment, okänd art",,2673
2674,2024-10-10,FM,Sophiaskolan,,Däggdjur (Mammalia),Obestämd,,,Okänd,5,"0,7",,,,,,,,,W,,,,"Vitbrända fragment, okänd art",,2674
2675,2024-10-14,EM,Edvinhemsskolan,5A+B,Däggdjur (Mammalia),Dens,,,Tänder,1,"0,2",,,,,,,,,,,,,Obestämbart tandfragment,,2675
2676,2024-10-14,EM,Edvinhemsskolan,5A+B,Gnagare (Rodentia),Radius,"Proximal epifys, proximal diafys",,Övre extremitet,1,"<0,1",,,,,,,,,,,,,"Strĺlbensfragment frĺn gnagare, osäker sida. Ljus färg",,2676
2677,2024-10-14,EM,Edvinhemsskolan,5A+B,Däggdjur (Mammalia),Obestämd,,,Okänd,1,"0,2",,,,,,,,,Y,,,,"Gulbränt fragment, okänd art",,2677
2678,2024-10-14,EM,Edvinhemsskolan,5A+B,Däggdjur (Mammalia),Obestämd,,,Okänd,2,"1,2",,,,,,,,,R,,,,"Rödbrunbränt fragment, okänd art",,2678
2679,2024-10-14,EM,Edvinhemsskolan,5A+B,Däggdjur (Mammalia),Obestämd,,,Okänd,1,"0,2",,,,,,,,,B,,,,"Svartbrända fragment, okänd art",,2679
2680,2024-10-14,EM,Edvinhemsskolan,5A+B,Däggdjur (Mammalia),Obestämd,,,Okänd,2,"0,4",,,,,,,,,G,,,,"Grĺbrända fragment, okänd art",,2680
2681,2024-10-14,EM,Edvinhemsskolan,5A+B,Däggdjur (Mammalia),Obestämd,,,Okänd,7,"0,7",,,,,,,,,W,,,,"Vitbrända fragment, okänd art",,2681
2682,2024-10-14,FM,Norrevĺngskolan,Newton,Människa (Homo sapiens),Dens,dCanine,,Tänder,1,"0,2",,,,,,,,,,,,Tandsten,"Mjölktand frĺn människa, hörntand (misstänker överkäke) med tandsten. Roten mestadels avbruten, linjer precis innan emaljen.",,2682
